,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,atemp_group
232,233,2011-08-21,3,2011,8,False,0,False,1,29.144153000000003,33.776250000000005,0.77,0.248754,1249,2624,3873,3,3
233,234,2011-08-22,3,2011,8,False,1,True,1,28.358347000000002,31.9127,0.47,0.27675,833,3925,4758,3,3
234,235,2011-08-23,3,2011,8,False,2,True,1,26.274153,30.303350000000002,0.455417,0.146763,1281,4614,5895,3,3
235,236,2011-08-24,3,2011,8,False,3,True,1,27.606652999999998,31.5346,0.605,0.253108,949,4181,5130,3,3
236,237,2011-08-25,3,2011,8,False,4,True,2,28.050846999999997,32.2927,0.771667,0.210833,435,3107,3542,3,3
237,238,2011-08-26,3,2011,8,False,5,True,1,28.7,32.98665,0.76125,0.0839625,768,3893,4661,3,3
238,239,2011-08-27,3,2011,8,False,6,False,2,27.880000000000003,31.7778,0.85,0.375617,226,889,1115,3,3
239,240,2011-08-28,3,2011,8,False,0,False,1,28.989418999999998,32.397949999999994,0.561765,0.304659,1415,2919,4334,3,3
240,241,2011-08-29,3,2011,8,False,1,True,1,26.103347,30.3979,0.554583,0.159825,729,3905,4634,3,3
241,242,2011-08-30,3,2011,8,False,2,True,1,26.205847000000002,29.7352,0.548333,0.125008,775,4429,5204,3,3
242,243,2011-08-31,3,2011,8,False,3,True,1,26.923347,30.556050000000003,0.597917,0.0833333,688,4370,5058,3,3
243,244,2011-09-01,3,2011,9,False,4,True,1,26.855,30.746050000000004,0.639167,0.141796,783,4332,5115,3,3
244,245,2011-09-02,3,2011,9,False,5,True,2,26.376653,30.2404,0.727083,0.139929,875,3852,4727,3,3
245,246,2011-09-03,3,2011,9,False,6,False,1,27.435847,31.66065,0.716667,0.185325,1935,2549,4484,3,3
246,247,2011-09-04,3,2011,9,False,0,False,1,29.075847,33.27145,0.742083,0.206467,2521,2419,4940,3,3
247,248,2011-09-05,3,2011,9,True,1,False,2,27.606652999999998,31.282300000000003,0.790417,0.212696,1236,2115,3351,3,3
248,249,2011-09-06,3,2011,9,False,2,True,3,22.14,25.759999999999998,0.886957,0.343943,204,2506,2710,2,3
249,250,2011-09-07,3,2011,9,False,3,True,3,24.565847,27.21145,0.917083,0.0970208,118,1878,1996,2,3
250,251,2011-09-08,3,2011,9,False,4,True,3,25.990433,27.76805,0.939565,0.192748,153,1689,1842,3,3
251,252,2011-09-09,3,2011,9,False,5,True,2,26.650000000000002,28.9473,0.897917,0.124379,417,3127,3544,3,3
252,253,2011-09-10,3,2011,9,False,6,False,1,27.060000000000002,30.3981,0.75375,0.153608,1750,3595,5345,3,3
253,254,2011-09-11,3,2011,9,False,0,False,1,26.786653,30.46145,0.71375,0.115054,1633,3413,5046,3,3
254,255,2011-09-12,3,2011,9,False,1,True,1,26.418268,30.106500000000004,0.692174,0.088913,690,4023,4713,3,3
255,256,2011-09-13,3,2011,9,False,2,True,1,26.684153,30.1777,0.7125,0.141804,701,4062,4763,3,3
256,257,2011-09-14,3,2011,9,False,3,True,1,27.606652999999998,31.345,0.697083,0.1673,647,4138,4785,3,3
257,258,2011-09-15,3,2011,9,False,4,True,2,23.677500000000002,27.68355,0.709167,0.271146,428,3231,3659,2,3
258,259,2011-09-16,3,2011,9,False,5,True,2,19.235847,23.07375,0.590417,0.164183,742,4018,4760,2,2
259,260,2011-09-17,3,2011,9,False,6,False,2,20.158347,23.9256,0.718333,0.189675,1434,3077,4511,2,2
260,261,2011-09-18,3,2011,9,False,0,False,1,20.807499999999997,24.52685,0.695,0.178483,1353,2921,4274,2,2
261,262,2011-09-19,3,2011,9,False,1,True,2,22.515846999999997,26.48375,0.69,0.151742,691,3848,4539,2,3
262,263,2011-09-20,3,2011,9,False,2,True,2,23.028347,26.610850000000003,0.88125,0.134954,438,3203,3641,2,3
263,264,2011-09-21,3,2011,9,False,3,True,2,24.395,27.526650000000004,0.9,0.0964042,539,3813,4352,2,3
264,265,2011-09-22,3,2011,9,False,4,True,2,25.761653000000003,27.74815,0.902083,0.128125,555,4240,4795,3,3
265,266,2011-09-23,4,2011,9,False,5,True,2,24.975847,26.106249999999996,0.9725,0.0783667,258,2137,2395,2,3
266,267,2011-09-24,4,2011,9,False,6,False,2,24.873347,28.2206,0.8625,0.0783833,1776,3647,5423,2,3
267,268,2011-09-25,4,2011,9,False,0,False,2,26.000847,28.631849999999996,0.845,0.0503792,1544,3466,5010,3,3
268,269,2011-09-26,4,2011,9,False,1,True,2,26.615847000000002,29.452099999999998,0.848333,0.1107,684,3946,4630,3,3
269,270,2011-09-27,4,2011,9,False,2,True,2,26.103347,28.726249999999997,0.885417,0.118171,477,3643,4120,3,3
270,271,2011-09-28,4,2011,9,False,3,True,2,26.035,28.757899999999996,0.84875,0.148629,480,3427,3907,3,3
271,272,2011-09-29,4,2011,9,False,4,True,1,25.283347,28.7256,0.699167,0.172883,653,4186,4839,3,3
272,273,2011-09-30,4,2011,9,False,5,True,1,23.130847,27.24145,0.6475,0.206475,830,4372,5202,2,3
273,274,2011-10-01,4,2011,10,False,6,False,2,16.81,20.64315,0.75375,0.292296,480,1949,2429,2,2
274,275,2011-10-02,4,2011,10,False,0,False,2,14.623347,17.26585,0.791667,0.222013,616,2302,2918,2,2
275,276,2011-10-03,4,2011,10,False,1,True,2,15.750846999999998,19.6023,0.760833,0.0833458,330,3240,3570,2,2
276,277,2011-10-04,4,2011,10,False,2,True,1,19.850847,23.6429,0.71,0.205854,486,3970,4456,2,2
277,278,2011-10-05,4,2011,10,False,3,True,1,22.071652999999998,26.3569,0.647917,0.17725,559,4267,4826,2,3
278,279,2011-10-06,4,2011,10,False,4,True,1,20.260847000000002,24.02125,0.620833,0.134954,639,4126,4765,2,2
279,280,2011-10-07,4,2011,10,False,5,True,1,20.944153,25.2202,0.684167,0.0223917,949,4036,4985,2,3
280,281,2011-10-08,4,2011,10,False,6,False,1,21.388347,25.6621,0.70125,0.0454042,2235,3174,5409,2,3
281,282,2011-10-09,4,2011,10,False,0,False,1,22.174153,26.19915,0.7275,0.06345,2397,3114,5511,2,3
282,283,2011-10-10,4,2011,10,True,1,False,1,23.404153,27.14625,0.73375,0.0423042,1514,3603,5117,2,3
283,284,2011-10-11,4,2011,10,False,2,True,2,23.233347000000002,27.3048,0.80875,0.143042,667,3896,4563,2,3
284,285,2011-10-12,4,2011,10,False,3,True,3,22.276653,25.885849999999998,0.90625,0.24815,217,2199,2416,2,3
285,286,2011-10-13,4,2011,10,False,4,True,2,24.155847,27.5902,0.896667,0.141787,290,2623,2913,2,3
286,287,2011-10-14,4,2011,10,False,5,True,2,22.584153,26.48375,0.71625,0.223883,529,3115,3644,2,3
287,288,2011-10-15,4,2011,10,False,6,False,1,20.773346999999998,24.936249999999998,0.483333,0.258083,1899,3318,5217,2,2
288,289,2011-10-16,4,2011,10,False,0,False,1,20.978347,25.1577,0.486667,0.281717,1748,3293,5041,2,3
289,290,2011-10-17,4,2011,10,False,1,True,1,21.900847,25.53625,0.579583,0.175379,713,3857,4570,2,3
290,291,2011-10-18,4,2011,10,False,2,True,2,21.8325,26.13605,0.701667,0.110087,637,4111,4748,2,3
291,292,2011-10-19,4,2011,10,False,3,True,3,22.211299,25.6924,0.895217,0.243339,254,2170,2424,2,3
292,293,2011-10-20,4,2011,10,False,4,True,1,19.509153,23.32625,0.63625,0.422275,471,3724,4195,2,2
293,294,2011-10-21,4,2011,10,False,5,True,1,17.5275,21.1798,0.574167,0.221396,676,3628,4304,2,2
294,295,2011-10-22,4,2011,10,False,6,False,1,17.322499999999998,21.2746,0.629167,0.0926667,1499,2809,4308,2,2
295,296,2011-10-23,4,2011,10,False,0,False,1,17.288347,21.11665,0.74125,0.0995125,1619,2762,4381,2,2
296,297,2011-10-24,4,2011,10,False,1,True,1,18.996653,22.85335,0.772083,0.118792,699,3488,4187,2,2
297,298,2011-10-25,4,2011,10,False,2,True,1,19.338347,23.16875,0.622917,0.166658,695,3992,4687,2,2
298,299,2011-10-26,4,2011,10,False,3,True,2,19.850847,23.6423,0.720417,0.148642,404,3490,3894,2,2
299,300,2011-10-27,4,2011,10,False,4,True,2,19.27,22.8523,0.812917,0.197763,240,2419,2659,2,2
300,301,2011-10-28,4,2011,10,False,5,True,2,13.564153,15.9406,0.585833,0.229479,456,3291,3747,2,2
301,302,2011-10-29,4,2011,10,False,6,False,3,10.420846999999998,11.39565,0.8825,0.351371,57,570,627,1,1
302,303,2011-10-30,4,2011,10,False,0,False,1,13.085847,16.06645,0.62375,0.176617,885,2446,3331,2,2
303,304,2011-10-31,4,2011,10,False,1,True,1,13.940000000000001,17.803150000000002,0.703333,0.10635,362,3307,3669,2,2
304,305,2011-11-01,4,2011,11,False,2,True,1,16.434153,19.8544,0.68375,0.135571,410,3658,4068,2,2
305,306,2011-11-02,4,2011,11,False,3,True,1,15.477500000000001,19.50665,0.71875,0.0820917,370,3816,4186,2,2
306,307,2011-11-03,4,2011,11,False,4,True,1,16.741653,20.296049999999997,0.702083,0.136817,318,3656,3974,2,2
307,308,2011-11-04,4,2011,11,False,5,True,2,16.536653,20.1696,0.6225,0.271779,470,3576,4046,2,2
308,309,2011-11-05,4,2011,11,False,6,False,1,13.393346999999999,16.1927,0.519167,0.189062,1156,2770,3926,2,2
309,310,2011-11-06,4,2011,11,False,0,False,1,14.281653,18.117900000000002,0.734583,0.0920542,952,2697,3649,2,2
310,311,2011-11-07,4,2011,11,False,1,True,1,16.195,20.04355,0.75875,0.057225,373,3662,4035,2,2
311,312,2011-11-08,4,2011,11,False,2,True,1,16.741653,20.6123,0.721667,0.0690375,376,3829,4205,2,2
312,313,2011-11-09,4,2011,11,False,3,True,1,16.400000000000002,20.453950000000003,0.758333,0.0621958,305,3804,4109,2,2
313,314,2011-11-10,4,2011,11,False,4,True,2,15.58,18.68605,0.813333,0.189067,190,2743,2933,2,2
314,315,2011-11-11,4,2011,11,True,5,False,1,13.290847,15.34085,0.44625,0.314675,440,2928,3368,2,2
315,316,2011-11-12,4,2011,11,False,6,False,1,14.623347,17.8971,0.552917,0.212062,1275,2792,4067,2,2
316,317,2011-11-13,4,2011,11,False,0,False,1,18.074153,21.5275,0.458333,0.281721,1004,2713,3717,2,2
317,318,2011-11-14,4,2011,11,False,1,True,1,21.73,26.2306,0.587083,0.306596,595,3891,4486,2,3
318,319,2011-11-15,4,2011,11,False,2,True,2,21.73,25.37895,0.68875,0.199633,449,3746,4195,2,3
319,320,2011-11-16,4,2011,11,False,3,True,3,18.723347,22.5994,0.93,0.136829,145,1672,1817,2,2
320,321,2011-11-17,4,2011,11,False,4,True,2,14.008347,16.16105,0.575833,0.305362,139,2914,3053,2,2
321,322,2011-11-18,4,2011,11,False,5,True,1,11.240847,13.63605,0.41,0.168533,245,3147,3392,1,2
322,323,2011-11-19,4,2011,11,False,6,False,1,13.495847,16.22415,0.502083,0.224496,943,2720,3663,2,2
323,324,2011-11-20,4,2011,11,False,0,False,2,18.996653,22.8529,0.684583,0.18595,787,2733,3520,2,2
324,325,2011-11-21,4,2011,11,False,1,True,3,18.3475,22.2531,0.91,0.138054,220,2545,2765,2,2
325,326,2011-11-22,4,2011,11,False,2,True,3,17.083347,21.0848,0.9625,0.118792,69,1538,1607,2,2
326,327,2011-11-23,4,2011,11,False,3,True,2,18.074153,21.52685,0.757917,0.335825,112,2454,2566,2,2
327,328,2011-11-24,4,2011,11,True,4,False,1,15.306653,18.62355,0.549167,0.167304,560,935,1495,2,2
328,329,2011-11-25,4,2011,11,False,5,True,1,15.375,19.033549999999998,0.64375,0.0988958,1095,1697,2792,2,2
329,330,2011-11-26,4,2011,11,False,6,False,1,15.409152999999998,19.254350000000002,0.681667,0.0684208,1249,1819,3068,2,2
330,331,2011-11-27,4,2011,11,False,0,False,1,18.825847,22.79,0.698333,0.208954,810,2261,3071,2,2
331,332,2011-11-28,4,2011,11,False,1,True,1,20.642598,24.5061,0.743043,0.142122,253,3614,3867,2,2
332,333,2011-11-29,4,2011,11,False,2,True,2,18.791653,22.56875,0.830833,0.258092,96,2818,2914,2,2
333,334,2011-11-30,4,2011,11,False,3,True,1,13.325000000000001,15.561050000000002,0.613333,0.271158,188,3425,3613,2,2
334,335,2011-12-01,4,2011,12,False,4,True,1,12.8125,15.2777,0.524583,0.220158,182,3545,3727,2,2
335,336,2011-12-02,4,2011,12,False,5,True,1,12.880847,16.571649999999998,0.625833,0.100754,268,3672,3940,2,2
336,337,2011-12-03,4,2011,12,False,6,False,1,12.265847,15.530199999999999,0.612917,0.0957833,706,2908,3614,2,2
337,338,2011-12-04,4,2011,12,False,0,False,1,13.564153,17.455000000000002,0.775833,0.0839583,634,2851,3485,2,2
338,339,2011-12-05,4,2011,12,False,1,True,2,15.819153,19.696250000000003,0.827083,0.0622083,233,3578,3811,2,2
339,340,2011-12-06,4,2011,12,False,2,True,3,18.962500000000002,22.82,0.949583,0.232583,126,2468,2594,2,2
340,341,2011-12-07,4,2011,12,False,3,True,3,16.81,20.0123,0.970417,0.266175,50,655,705,2,2
341,342,2011-12-08,4,2011,12,False,4,True,1,10.899153,12.8469,0.58,0.240058,150,3172,3322,1,2
342,343,2011-12-09,4,2011,12,False,5,True,1,11.924153,15.877099999999999,0.695833,0.0827167,261,3359,3620,1,2
343,344,2011-12-10,4,2011,12,False,6,False,1,11.275,13.320599999999999,0.5075,0.233221,502,2688,3190,1,2
344,345,2011-12-11,4,2011,12,False,0,False,1,9.054153,12.6577,0.49,0.0665417,377,2366,2743,1,2
345,346,2011-12-12,4,2011,12,False,1,True,1,9.771652999999999,13.5098,0.670833,0.06345,143,3167,3310,1,2
346,347,2011-12-13,4,2011,12,False,2,True,1,11.5825,15.0569,0.59,0.14055,155,3368,3523,1,2
347,348,2011-12-14,4,2011,12,False,3,True,2,13.0175,16.9181,0.66375,0.0609583,178,3562,3740,2,2
348,349,2011-12-15,4,2011,12,False,4,True,2,17.322499999999998,20.61185,0.634167,0.268042,181,3528,3709,2,2
349,350,2011-12-16,4,2011,12,False,5,True,2,15.375,17.99125,0.500417,0.260575,178,3399,3577,2,2
350,351,2011-12-17,4,2011,12,False,6,False,2,10.591652999999999,12.46855,0.560833,0.243167,275,2464,2739,1,2
351,352,2011-12-18,4,2011,12,False,0,False,1,9.771652999999999,12.27895,0.58625,0.169779,220,2211,2431,1,2
352,353,2011-12-19,4,2011,12,False,1,True,1,11.343347,14.04665,0.6375,0.172896,260,3143,3403,1,2
353,354,2011-12-20,4,2011,12,False,2,True,2,15.819153,19.822699999999998,0.595417,0.0615708,216,3534,3750,2,2
354,355,2011-12-21,1,2011,12,False,3,True,2,17.561653,21.40085,0.858333,0.2214,107,2553,2660,2,2
355,356,2011-12-22,1,2011,12,False,4,True,2,17.356653,21.306050000000003,0.7575,0.047275,227,2841,3068,2,2
356,357,2011-12-23,1,2011,12,False,5,True,1,15.306653,18.87565,0.68625,0.274246,163,2046,2209,2,2
357,358,2011-12-24,1,2011,12,False,6,False,1,12.4025,14.9621,0.5425,0.190304,155,856,1011,2,2
358,359,2011-12-25,1,2011,12,False,0,False,1,11.266103,13.998050000000001,0.681304,0.155091,303,451,754,1,2
359,360,2011-12-26,1,2011,12,True,1,False,1,13.191299,15.77675,0.506957,0.239465,430,887,1317,2,2
360,361,2011-12-27,1,2011,12,False,2,True,2,13.325000000000001,16.38165,0.7625,0.18845,103,1059,1162,2,2
361,362,2011-12-28,1,2011,12,False,3,True,1,12.264330000000001,13.9987,0.503913,0.293961,255,2047,2302,2,2
362,363,2011-12-29,1,2011,12,False,4,True,1,10.181653,13.194600000000001,0.574167,0.119412,254,2169,2423,1,2
363,364,2011-12-30,1,2011,12,False,5,True,1,12.778347000000002,15.9406,0.636667,0.134337,491,2508,2999,2,2
364,365,2011-12-31,1,2011,12,False,6,False,1,16.81,20.70605,0.615833,0.220154,665,1820,2485,2,2
365,366,2012-01-01,1,2012,1,False,0,False,1,15.17,18.78105,0.6925,0.192167,686,1608,2294,2,2
366,367,2012-01-02,1,2012,1,True,1,False,1,11.194763,12.615199999999998,0.381304,0.329665,244,1707,1951,1,2
367,368,2012-01-03,1,2012,1,False,2,True,1,6.1499999999999995,6.31375,0.44125,0.365671,89,2147,2236,1,1
368,369,2012-01-04,1,2012,1,False,3,True,2,4.4075,5.96685,0.414583,0.1847,95,2273,2368,1,1
369,370,2012-01-05,1,2012,1,False,4,True,1,10.899153,13.9206,0.524167,0.129987,140,3132,3272,1,2
370,371,2012-01-06,1,2012,1,False,5,True,1,13.700847,17.01335,0.542083,0.167908,307,3791,4098,2,2
371,372,2012-01-07,1,2012,1,False,6,False,1,16.126653,19.53895,0.531667,0.174758,1070,3451,4521,2,2
372,373,2012-01-08,1,2012,1,False,0,False,1,13.8375,17.012900000000002,0.465,0.191542,599,2826,3425,2,2
373,374,2012-01-09,1,2012,1,False,1,True,2,9.190847,12.37395,0.701667,0.0989,106,2270,2376,1,2
374,375,2012-01-10,1,2012,1,False,2,True,1,12.656536000000001,15.9413,0.646522,0.187552,173,3425,3598,2,2
375,376,2012-01-11,1,2012,1,False,3,True,2,11.240847,14.14105,0.8475,0.131221,92,2085,2177,1,2
376,377,2012-01-12,1,2012,1,False,4,True,2,15.682500000000001,19.0969,0.802917,0.180967,269,3828,4097,2,2
377,378,2012-01-13,1,2012,1,False,5,True,1,11.240847,12.4681,0.5075,0.378108,174,3040,3214,1,2
378,379,2012-01-14,1,2012,1,False,6,False,1,7.38,9.15435,0.4575,0.187183,333,2160,2493,1,1
379,380,2012-01-15,1,2012,1,False,0,False,1,6.833347000000001,8.081249999999999,0.419167,0.251258,284,2027,2311,1,1
380,381,2012-01-16,1,2012,1,True,1,False,1,7.79,9.53315,0.5225,0.231358,217,2081,2298,1,1
381,382,2012-01-17,1,2012,1,False,2,True,2,15.294763,18.2139,0.716087,0.34913,127,2808,2935,2,2
382,383,2012-01-18,1,2012,1,False,3,True,1,12.436653000000002,13.7627,0.443333,0.415429,109,3267,3376,2,2
383,384,2012-01-19,1,2012,1,False,4,True,1,7.79,9.501900000000001,0.4975,0.220158,130,3162,3292,1,1
384,385,2012-01-20,1,2012,1,False,5,True,2,8.9175,11.047899999999998,0.45,0.20275,115,3048,3163,1,1
385,386,2012-01-21,1,2012,1,False,6,False,2,7.106653,8.74375,0.83125,0.222642,67,1234,1301,1,1
386,387,2012-01-22,1,2012,1,False,0,False,2,6.6625000000000005,8.1125,0.79625,0.199638,196,1781,1977,1,1
387,388,2012-01-23,1,2012,1,False,1,True,2,8.951653,12.152899999999999,0.91125,0.110708,145,2287,2432,1,2
388,389,2012-01-24,1,2012,1,False,2,True,1,14.0425,17.455399999999997,0.835833,0.123767,439,3900,4339,2,2
389,390,2012-01-25,1,2012,1,False,3,True,1,12.060847,14.74105,0.64375,0.161071,467,3803,4270,2,2
390,391,2012-01-26,1,2012,1,False,4,True,2,14.008347,17.8025,0.769583,0.0733958,244,3831,4075,2,2
391,392,2012-01-27,1,2012,1,False,5,True,2,17.425,20.76915,0.74125,0.342667,269,3187,3456,2,2
392,393,2012-01-28,1,2012,1,False,6,False,1,12.949152999999999,16.318949999999997,0.543333,0.210829,775,3248,4023,2,2
393,394,2012-01-29,1,2012,1,False,0,False,1,11.5825,13.63605,0.31125,0.24005,558,2685,3243,1,2
394,395,2012-01-30,1,2012,1,False,1,True,1,11.035847,13.13125,0.400833,0.215792,126,3498,3624,1,2
395,396,2012-01-31,1,2012,1,False,2,True,1,15.99,19.06585,0.416667,0.261817,324,4185,4509,2,2
396,397,2012-02-01,1,2012,2,False,3,True,1,19.235847,23.326900000000002,0.507917,0.189067,304,4275,4579,2,2
397,398,2012-02-02,1,2012,2,False,4,True,2,16.365847,19.94855,0.672917,0.187187,190,3571,3761,2,2
398,399,2012-02-03,1,2012,2,False,5,True,1,12.846652999999998,15.4673,0.526667,0.178496,310,3841,4151,2,2
399,400,2012-02-04,1,2012,2,False,6,False,2,10.830846999999999,13.63625,0.779583,0.121896,384,2448,2832,1,2
400,401,2012-02-05,1,2012,2,False,0,False,2,10.899153,13.22605,0.687917,0.175996,318,2629,2947,1,2
401,402,2012-02-06,1,2012,2,False,1,True,1,11.586969,14.8213,0.622174,0.1538,206,3578,3784,1,2
402,403,2012-02-07,1,2012,2,False,2,True,1,14.520847,18.0552,0.49625,0.147379,199,4176,4375,2,2
403,404,2012-02-08,1,2012,2,False,3,True,2,10.523347,13.321050000000001,0.722917,0.133721,109,2693,2802,1,2
404,405,2012-02-09,1,2012,2,False,4,True,1,10.865,13.0994,0.562083,0.194037,163,3667,3830,1,2
405,406,2012-02-10,1,2012,2,False,5,True,2,11.514153,14.6779,0.54,0.116929,227,3604,3831,1,2
406,407,2012-02-11,1,2012,2,False,6,False,3,9.190847,10.54335,0.73125,0.289796,192,1977,2169,1,1
407,408,2012-02-12,1,2012,2,False,0,False,1,5.2275,5.0828999999999995,0.464583,0.409212,73,1456,1529,1,1
408,409,2012-02-13,1,2012,2,False,1,True,1,9.1225,11.39565,0.41125,0.167283,94,3328,3422,1,1
409,410,2012-02-14,1,2012,2,False,2,True,2,13.085847,16.697300000000002,0.50875,0.141179,135,3787,3922,2,2
410,411,2012-02-15,1,2012,2,False,3,True,1,14.281653,17.58145,0.53125,0.1816,141,4028,4169,2,2
411,412,2012-02-16,1,2012,2,False,4,True,2,12.983346999999998,16.5081,0.752917,0.091425,74,2931,3005,2,2
412,413,2012-02-17,1,2012,2,False,5,True,1,14.076653,17.58145,0.634583,0.205846,349,3805,4154,2,2
413,414,2012-02-18,1,2012,2,False,6,False,1,14.213347,17.77125,0.534583,0.190929,1435,2883,4318,2,2
414,415,2012-02-19,1,2012,2,False,0,False,2,11.48,13.2894,0.515833,0.253112,618,2071,2689,1,2
415,416,2012-02-20,1,2012,2,True,1,False,1,11.48,13.66955,0.507826,0.229083,502,2627,3129,1,2
416,417,2012-02-21,1,2012,2,False,2,True,1,11.800866000000001,14.755650000000001,0.594348,0.205717,163,3614,3777,1,2
417,418,2012-02-22,1,2012,2,False,3,True,1,16.229153,19.63335,0.567917,0.234471,394,4379,4773,2,2
418,419,2012-02-23,1,2012,2,False,4,True,1,18.620846999999998,22.2223,0.554583,0.190913,516,4546,5062,2,2
419,420,2012-02-24,1,2012,2,False,5,True,2,16.7075,20.54855,0.7375,0.237567,246,3241,3487,2,2
420,421,2012-02-25,1,2012,2,False,6,False,1,11.924153,12.78375,0.395833,0.421642,317,2415,2732,1,2
421,422,2012-02-26,1,2012,2,False,0,False,1,11.445847,13.4154,0.41,0.205229,515,2874,3389,1,2
422,423,2012-02-27,1,2012,2,False,1,True,1,15.033347000000001,17.8977,0.490833,0.268033,253,4069,4322,2,2
423,424,2012-02-28,1,2012,2,False,2,True,1,14.725847,17.67625,0.395833,0.193417,229,4134,4363,2,2
424,425,2012-02-29,1,2012,2,False,3,True,2,14.118267999999999,17.4235,0.804783,0.179117,65,1769,1834,2,2
425,426,2012-03-01,1,2012,3,False,4,True,1,19.919153,23.768549999999998,0.615417,0.226987,325,4665,4990,2,2
426,427,2012-03-02,1,2012,3,False,5,True,2,14.486653,17.9921,0.657083,0.144904,246,2948,3194,2,2
427,428,2012-03-03,1,2012,3,False,6,False,2,16.980847,20.6746,0.62125,0.161079,956,3110,4066,2,2
428,429,2012-03-04,1,2012,3,False,0,False,1,13.359153,15.15105,0.403333,0.334571,710,2713,3423,2,2
429,430,2012-03-05,1,2012,3,False,1,True,1,9.976652999999999,12.05855,0.50625,0.228858,203,3130,3333,1,2
430,431,2012-03-06,1,2012,3,False,2,True,1,10.591652999999999,12.752099999999999,0.456667,0.200875,221,3735,3956,1,2
431,432,2012-03-07,1,2012,3,False,3,True,1,16.570847,19.255,0.513333,0.345779,432,4484,4916,2,2
432,433,2012-03-08,1,2012,3,False,4,True,1,21.627499999999998,26.230199999999996,0.5675,0.441563,486,4896,5382,2,3
433,434,2012-03-09,1,2012,3,False,5,True,2,16.844153,19.85415,0.407083,0.4148,447,4122,4569,2,2
434,435,2012-03-10,1,2012,3,False,6,False,1,11.7875,13.888349999999999,0.350417,0.22575,968,3150,4118,1,2
435,436,2012-03-11,1,2012,3,False,0,False,1,14.831299,17.9835,0.476957,0.222587,1658,3253,4911,2,2
436,437,2012-03-12,1,2012,3,False,1,True,1,19.133347,22.9796,0.489167,0.207713,838,4460,5298,2,2
437,438,2012-03-13,1,2012,3,False,2,True,1,23.165,27.14645,0.6175,0.23695,762,5085,5847,2,3
438,439,2012-03-14,1,2012,3,False,3,True,1,23.4725,27.43085,0.507083,0.115062,997,5315,6312,2,3
439,440,2012-03-15,1,2012,3,False,4,True,1,22.857499999999998,26.64125,0.579583,0.149883,1005,5187,6192,2,3
440,441,2012-03-16,1,2012,3,False,5,True,2,17.869153,21.81145,0.842083,0.113192,548,3830,4378,2,2
441,442,2012-03-17,1,2012,3,False,6,False,2,21.080847000000002,25.252299999999998,0.755833,0.110704,3155,4681,7836,2,3
442,443,2012-03-18,1,2012,3,False,0,False,2,19.3725,23.200000000000003,0.81,0.126883,2207,3685,5892,2,2
443,444,2012-03-19,1,2012,3,False,1,True,1,22.345000000000002,26.64105,0.72875,0.162317,982,5171,6153,2,3
444,445,2012-03-20,1,2012,3,False,2,True,1,22.994153,26.926650000000002,0.807917,0.121271,1051,5042,6093,2,3
445,446,2012-03-21,2,2012,3,False,3,True,2,21.798347,25.6629,0.82125,0.0895583,1122,5108,6230,2,3
446,447,2012-03-22,2,2012,3,False,4,True,1,22.720847,26.57835,0.83125,0.117562,1334,5537,6871,2,3
447,448,2012-03-23,2,2012,3,False,5,True,2,24.668346999999997,28.50335,0.694167,0.1163,2469,5893,8362,2,3
448,449,2012-03-24,2,2012,3,False,6,False,2,20.6025,24.336650000000002,0.885417,0.192783,1033,2339,3372,2,2
449,450,2012-03-25,2,2012,3,False,0,False,2,17.9375,21.874399999999998,0.880833,0.220775,1532,3464,4996,2,2
450,451,2012-03-26,2,2012,3,False,1,True,1,18.279153,21.9375,0.477917,0.386821,795,4763,5558,2,2
451,452,2012-03-27,2,2012,3,False,2,True,1,13.256653,15.7827,0.29,0.187192,531,4571,5102,2,2
452,453,2012-03-28,2,2012,3,False,3,True,1,19.850847,23.5475,0.48125,0.291671,674,5024,5698,2,2
453,454,2012-03-29,2,2012,3,False,4,True,1,20.260847000000002,24.1152,0.439167,0.31965,834,5299,6133,2,2
454,455,2012-03-30,2,2012,3,False,5,True,2,15.17,18.78105,0.580833,0.138067,796,4663,5459,2,2
455,456,2012-03-31,2,2012,3,False,6,False,2,17.390847,21.0854,0.738333,0.250617,2301,3934,6235,2,2
456,457,2012-04-01,2,2012,4,False,0,False,2,17.459153,20.86435,0.67625,0.172267,2347,3694,6041,2,2
457,458,2012-04-02,2,2012,4,False,1,True,1,17.790433,21.37565,0.504348,0.312139,1208,4728,5936,2,2
458,459,2012-04-03,2,2012,4,False,2,True,1,19.133347,23.07415,0.396667,0.100133,1348,5424,6772,2,2
459,460,2012-04-04,2,2012,4,False,3,True,1,22.208347,26.6725,0.469583,0.180975,1058,5378,6436,2,3
460,461,2012-04-05,2,2012,4,False,4,True,1,17.835,21.55815,0.374167,0.219529,1192,5265,6457,2,2
461,462,2012-04-06,2,2012,4,False,5,True,1,16.536653,19.538349999999998,0.377083,0.300388,1807,4653,6460,2,2
462,463,2012-04-07,2,2012,4,False,6,False,1,17.9375,21.306449999999998,0.254167,0.274871,3252,3605,6857,2,2
463,464,2012-04-08,2,2012,4,False,0,False,1,20.5,24.62125,0.275833,0.232596,2230,2939,5169,2,2
464,465,2012-04-09,2,2012,4,False,1,True,1,20.055847,23.8319,0.3175,0.358196,905,4680,5585,2,2
